Timestamp,CH1_Vpp,CH1_Vavg,CH1_Vrms
2025-07-14T19:28:31.591372,34.1145,0.2442,11.8365
2025-07-14T19:28:32.591732,33.1398,0.4337,11.8258
2025-07-14T19:28:33.591484,39.4753,0.3543,11.8129
2025-07-14T19:28:34.591776,39.9627,0.4323,11.8400
2025-07-14T19:28:35.591798,33.1398,0.3792,11.8295
2025-07-14T19:28:36.591484,35.0892,0.2242,11.8017
2025-07-14T19:28:37.591679,33.1398,0.3777,11.8045
2025-07-14T19:28:38.591700,41.9121,0.4284,11.8210
2025-07-14T19:28:39.591701,33.1398,0.4074,11.8014
2025-07-14T19:28:40.591506,33.1398,0.2500,11.8054
2025-07-14T19:28:41.591704,33.1398,0.1808,11.8425
2025-07-14T19:28:42.591455,39.4753,0.2144,11.8051
2025-07-14T19:28:43.591459,42.8868,0.4469,11.8242
2025-07-14T19:28:44.591457,33.1398,0.3514,11.7468
2025-07-14T19:28:45.591486,33.1398,0.3402,11.7880
2025-07-14T19:28:46.591483,33.1398,0.4703,11.8277
2025-07-14T19:28:47.591499,40.9374,0.4225,11.8218
2025-07-14T19:28:48.591499,41.4248,0.4167,11.7793
2025-07-14T19:28:49.591475,33.1398,0.4435,11.8274
2025-07-14T19:28:50.591701,35.5765,0.2719,11.8238
2025-07-14T19:28:51.591700,37.0386,0.3080,11.8382
2025-07-14T19:28:52.591485,40.9374,0.4284,11.8309
2025-07-14T19:28:53.591707,33.1398,-0.2549,11.7828
2025-07-14T19:28:54.591546,32.6525,0.1725,11.7753
2025-07-14T19:28:55.591550,35.0892,0.4157,11.8076
2025-07-14T19:28:56.591744,33.1398,0.4030,11.8223
2025-07-14T19:28:57.591478,41.9121,0.3631,11.7937
2025-07-14T19:28:58.591735,33.1398,0.4406,11.7779
2025-07-14T19:28:59.591699,33.6272,0.3928,11.7936
2025-07-14T19:29:00.591504,33.1398,0.3675,11.8066
2025-07-14T19:29:01.591777,37.0386,0.3933,11.8074
2025-07-14T19:29:02.591743,42.3995,0.3519,11.7909
2025-07-14T19:29:03.591498,33.1398,0.3104,11.7975
2025-07-14T19:29:04.591490,34.6018,0.3967,11.8011
2025-07-14T19:29:05.591548,33.1398,0.3918,11.8311
2025-07-14T19:29:06.591460,40.4501,0.3221,11.7956
2025-07-14T19:29:07.591676,33.1398,-0.3606,11.7816
2025-07-14T19:29:08.591513,33.1398,0.3587,11.8201
2025-07-14T19:29:09.591489,33.1398,0.3967,11.8356
2025-07-14T19:29:10.591451,35.0892,0.3533,11.8185
2025-07-14T19:29:11.591490,42.3995,0.2500,11.8179
2025-07-14T19:29:12.591519,33.1398,0.3036,11.8071
2025-07-14T19:29:13.591496,33.1398,0.2861,11.8082
2025-07-14T19:29:14.591670,33.1398,0.4138,11.8297
2025-07-14T19:29:15.591516,38.9880,0.3382,11.7760
2025-07-14T19:29:16.591482,33.1398,-0.4513,11.8287
2025-07-14T19:29:17.591492,32.6525,0.2286,11.8534
2025-07-14T19:29:18.591466,33.1398,0.3329,11.8791
2025-07-14T19:29:19.665946,34.6018,0.3777,11.8768
2025-07-14T19:29:20.591693,41.9121,0.3431,11.8692
2025-07-14T19:29:21.591539,33.1398,0.3870,11.8040
2025-07-14T19:29:22.591518,34.6018,0.3231,11.7988
2025-07-14T19:29:23.591476,33.1398,0.3718,11.8419
2025-07-14T19:29:24.591507,39.9627,0.3241,11.8246
2025-07-14T19:29:25.591517,32.6525,-0.0736,11.8040
2025-07-14T19:29:26.591472,33.1398,0.4552,11.8155
2025-07-14T19:29:27.591538,36.0639,0.4230,11.8245
2025-07-14T19:29:28.591538,36.5513,0.2646,11.8186
2025-07-14T19:29:29.591546,41.9121,0.4406,11.8036
2025-07-14T19:29:30.591789,33.1398,0.3572,11.8552
2025-07-14T19:29:31.591524,35.0892,0.4142,11.8487
2025-07-14T19:29:32.591535,33.1398,0.2715,11.8448
2025-07-14T19:29:33.591545,39.9627,0.3777,11.8401
2025-07-14T19:29:34.591501,32.6525,-0.0317,11.8009
2025-07-14T19:29:35.591544,33.1398,0.3494,11.8356
2025-07-14T19:29:36.591538,35.5765,0.2788,11.7911
2025-07-14T19:29:37.591491,39.9627,0.3129,11.8047
2025-07-14T19:29:38.591517,41.9121,0.2817,11.7914
2025-07-14T19:29:39.591602,32.6525,0.4064,11.8053
2025-07-14T19:29:40.591574,33.1398,0.2919,11.8312
2025-07-14T19:29:41.591500,34.6018,0.3100,11.7878
2025-07-14T19:29:42.591435,36.5513,0.3387,11.8029
2025-07-14T19:29:43.591518,41.4248,0.4289,11.7782
2025-07-14T19:29:44.591459,32.6525,0.2505,11.7818
2025-07-14T19:29:45.591485,32.6525,0.3031,11.7387
2025-07-14T19:29:46.591879,33.1398,0.3879,11.7911
2025-07-14T19:29:47.591580,34.1145,0.3319,11.7519
2025-07-14T19:29:48.591547,40.4501,0.3514,11.7513
2025-07-14T19:29:49.591460,32.6525,0.4391,11.7490
2025-07-14T19:29:50.591485,33.1398,0.3416,11.7800
2025-07-14T19:29:51.591501,35.5765,0.2768,11.7630
2025-07-14T19:29:52.591458,35.0892,0.4147,11.7567
2025-07-14T19:29:53.591552,42.3995,0.2383,11.7641
2025-07-14T19:29:54.591531,33.1398,0.4064,11.7835
2025-07-14T19:29:55.591546,34.1145,0.3801,11.7980
2025-07-14T19:29:56.591716,32.6525,0.3226,11.7663
2025-07-14T19:29:57.591492,35.0892,0.3197,11.7689
2025-07-14T19:29:58.591735,40.9374,0.3543,11.7343
2025-07-14T19:29:59.591514,33.1398,0.4147,11.7335
2025-07-14T19:30:00.591485,34.6018,0.3319,11.7673
2025-07-14T19:30:01.591764,33.1398,0.2900,11.7711
2025-07-14T19:30:02.591772,35.0892,0.2758,11.7416
2025-07-14T19:30:03.591507,43.3742,0.3251,11.7616
2025-07-14T19:30:04.591701,32.6525,0.3689,11.7344
2025-07-14T19:30:05.591833,33.1398,0.3065,11.7434
2025-07-14T19:30:06.591548,35.5765,0.3460,11.8084
2025-07-14T19:30:07.591549,36.0639,0.3338,11.7981
2025-07-14T19:30:08.591547,40.4501,0.2593,11.7817
