Timestamp,CH1_Vpp,CH1_Vavg,CH1_Vrms
2025-07-14T17:13:50.499188,77.0000,128.2640,21.5215
2025-07-14T17:13:50.999365,77.0000,128.6930,21.4960
2025-07-14T17:13:51.499536,63.0000,128.6810,21.4625
2025-07-14T17:13:51.999539,63.0000,128.2650,21.5032
2025-07-14T17:13:52.499299,65.0000,128.5700,21.5457
2025-07-14T17:13:52.999547,64.0000,128.4460,21.5561
2025-07-14T17:13:53.499538,64.0000,126.9710,21.5734
2025-07-14T17:13:53.999545,64.0000,128.5780,21.5310
2025-07-14T17:13:54.499530,65.0000,128.5110,21.5237
2025-07-14T17:13:54.999366,73.0000,128.5780,21.5033
2025-07-14T17:13:55.499305,75.0000,128.5330,21.5397
2025-07-14T17:13:55.999292,64.0000,126.9320,21.5817
2025-07-14T17:13:56.499556,64.0000,128.5290,21.5799
2025-07-14T17:13:56.999271,64.0000,128.5010,21.5705
2025-07-14T17:13:57.499544,64.0000,128.5500,21.6120
2025-07-14T17:13:57.999299,71.0000,128.5630,21.6804
2025-07-14T17:13:58.499264,64.0000,128.5480,21.7327
2025-07-14T17:13:58.999366,65.0000,128.5670,21.6833
2025-07-14T17:13:59.499274,77.0000,128.6110,21.5568
2025-07-14T17:13:59.999509,76.0000,128.6160,21.5867
2025-07-14T17:14:00.499300,79.0000,128.5700,21.5257
2025-07-14T17:14:00.999544,63.0000,128.6040,21.5116
2025-07-14T17:14:01.499312,64.0000,128.5820,21.5835
2025-07-14T17:14:01.999594,64.0000,128.4500,21.6591
2025-07-14T17:14:02.499526,64.0000,128.5220,21.6714
2025-07-14T17:14:02.999314,64.0000,128.5650,21.7270
2025-07-14T17:14:03.499552,64.0000,128.5660,21.6546
2025-07-14T17:14:03.999267,69.0000,128.4540,21.5225
2025-07-14T17:14:04.499294,75.0000,128.5540,21.5266
2025-07-14T17:14:04.999506,78.0000,128.8000,21.5548
2025-07-14T17:14:05.499402,64.0000,127.5870,21.5296
2025-07-14T17:14:05.999316,63.0000,128.7500,21.6210
2025-07-14T17:14:06.499303,64.0000,128.3340,21.7683
2025-07-14T17:14:06.999471,64.0000,128.6540,21.8565
2025-07-14T17:14:07.499536,70.0000,128.2360,21.8339
2025-07-14T17:14:07.999475,63.0000,128.7520,21.5969
2025-07-14T17:14:08.499291,69.0000,128.3890,21.5962
2025-07-14T17:14:08.999298,73.0000,128.7080,21.5831
2025-07-14T17:14:09.499476,75.0000,128.4700,21.6153
2025-07-14T17:14:09.999294,63.0000,128.0700,21.6134
2025-07-14T17:14:10.499274,64.0000,128.5220,21.6797
2025-07-14T17:14:10.999286,65.0000,128.4390,21.6479
2025-07-14T17:14:11.499300,65.0000,128.5570,21.7061
2025-07-14T17:14:11.999329,72.0000,128.4960,21.6031
2025-07-14T17:14:12.499456,64.0000,128.5590,21.6669
2025-07-14T17:14:12.999365,64.0000,128.6110,21.6333
2025-07-14T17:14:13.499458,71.0000,128.5510,21.5869
2025-07-14T17:14:13.999312,76.0000,128.6920,21.6927
2025-07-14T17:14:14.499255,78.0000,128.6270,21.6650
2025-07-14T17:14:14.999478,63.0000,127.9210,21.6610
2025-07-14T17:14:15.499365,64.0000,128.4940,21.7035
2025-07-14T17:14:15.999529,64.0000,128.6800,21.4562
2025-07-14T17:14:16.499552,66.0000,128.7850,21.4857
2025-07-14T17:14:16.999550,64.0000,128.3460,21.5436
2025-07-14T17:14:17.499553,64.0000,128.4640,21.5214
2025-07-14T17:14:17.999301,68.0000,128.5700,21.5766
2025-07-14T17:14:18.499284,74.0000,128.4270,21.5180
2025-07-14T17:14:18.999288,77.0000,128.5590,21.5780
2025-07-14T17:14:19.499309,64.0000,127.7140,21.5404
2025-07-14T17:14:19.999548,64.0000,128.5690,21.4876
2025-07-14T17:14:20.499546,64.0000,128.6350,21.4815
2025-07-14T17:14:20.999262,70.0000,128.3260,21.5024
2025-07-14T17:14:21.499548,63.0000,128.6880,21.5475
2025-07-14T17:14:21.999279,64.0000,128.6270,21.5825
2025-07-14T17:14:22.499272,76.0000,128.6540,21.5839
2025-07-14T17:14:22.999413,77.0000,128.6660,21.5432
2025-07-14T17:14:23.499559,64.0000,127.9930,21.4394
2025-07-14T17:14:23.999288,63.0000,128.6890,21.4165
2025-07-14T17:14:24.499550,64.0000,128.4260,21.5354
2025-07-14T17:14:24.999483,65.0000,128.7930,21.5108
2025-07-14T17:14:25.499542,72.0000,128.3510,21.5065
2025-07-14T17:14:25.999267,64.0000,128.5440,21.6076
2025-07-14T17:14:26.499529,66.0000,128.5620,21.5945
2025-07-14T17:14:26.999318,72.0000,128.4780,21.5345
2025-07-14T17:14:27.499662,80.0000,128.5350,21.4814
2025-07-14T17:14:27.999272,64.0000,127.0760,21.3629
2025-07-14T17:14:28.499315,64.0000,128.7170,21.3857
2025-07-14T17:14:28.999549,63.0000,128.2420,21.4256
2025-07-14T17:14:29.499295,64.0000,128.3870,21.4674
2025-07-14T17:14:29.999265,69.0000,128.6560,21.4984
2025-07-14T17:14:30.499493,64.0000,128.4090,21.5630
2025-07-14T17:14:30.999417,67.0000,128.6130,21.5332
2025-07-14T17:14:31.499542,75.0000,128.6850,21.4338
2025-07-14T17:14:31.999287,76.0000,128.5300,21.4249
2025-07-14T17:14:32.499550,71.0000,128.5750,21.3712
2025-07-14T17:14:32.999545,64.0000,128.6050,21.3984
2025-07-14T17:14:33.499503,64.0000,128.7260,21.4336
2025-07-14T17:14:33.999540,65.0000,128.4710,21.5484
2025-07-14T17:14:34.499530,70.0000,128.5080,21.5259
2025-07-14T17:14:34.999464,64.0000,128.5960,21.5265
2025-07-14T17:14:35.499322,63.0000,128.3470,21.5634
2025-07-14T17:14:35.999512,77.0000,128.6680,21.5656
2025-07-14T17:14:36.499498,78.0000,128.5780,21.4662
2025-07-14T17:14:36.999272,64.0000,128.1840,21.3203
2025-07-14T17:14:37.499264,63.0000,128.6350,21.3577
2025-07-14T17:14:37.999264,63.0000,128.2310,21.5068
2025-07-14T17:14:38.499294,64.0000,128.5250,21.4562
2025-07-14T17:14:38.999295,65.0000,128.6900,21.5203
2025-07-14T17:14:39.499296,63.0000,128.6450,21.6522
2025-07-14T17:14:39.999281,65.0000,128.3010,21.5276
2025-07-14T17:14:40.499286,71.0000,128.6380,21.4913
2025-07-14T17:14:40.999301,78.0000,128.6110,21.3571
2025-07-14T17:14:41.499406,83.0000,128.4190,21.4073
2025-07-14T17:14:41.999284,64.0000,128.7460,21.4496
