Timestamp,CH1_Vpp,CH1_Vavg,CH1_Vrms
2025-07-14T17:59:18.558413,69.0000,128.2860,22.7453
2025-07-14T17:59:19.058776,69.0000,127.2600,22.7971
2025-07-14T17:59:19.558776,70.0000,128.8700,22.8911
2025-07-14T17:59:20.058773,70.0000,128.8830,22.8905
2025-07-14T17:59:20.558726,70.0000,128.7610,22.8571
2025-07-14T17:59:21.058509,73.0000,128.7570,22.8778
2025-07-14T17:59:21.558776,70.0000,128.8030,22.9298
2025-07-14T17:59:22.058528,69.0000,128.7320,22.9443
2025-07-14T17:59:22.558781,78.0000,128.8240,22.9443
2025-07-14T17:59:23.058766,84.0000,128.7640,22.9424
2025-07-14T17:59:23.558761,88.0000,128.8150,22.9267
2025-07-14T17:59:24.058714,69.0000,127.1470,22.8505
2025-07-14T17:59:24.558721,69.0000,127.2460,22.8453
2025-07-14T17:59:25.058517,70.0000,128.8050,22.8781
2025-07-14T17:59:25.558536,70.0000,128.6760,22.9024
2025-07-14T17:59:26.058538,71.0000,128.8170,22.9340
2025-07-14T17:59:26.558547,74.0000,128.7990,22.7348
2025-07-14T17:59:27.058499,70.0000,128.7410,22.8368
2025-07-14T17:59:27.558510,78.0000,128.8880,22.7405
2025-07-14T17:59:28.278576,82.0000,128.7430,22.7450
2025-07-14T17:59:28.558498,83.0000,128.7990,22.8024
2025-07-14T17:59:29.058502,88.0000,128.5090,22.7515
2025-07-14T17:59:29.558520,69.0000,127.9020,22.6720
2025-07-14T17:59:30.058520,68.0000,128.8360,22.7415
2025-07-14T17:59:30.558508,70.0000,128.8410,22.7401
2025-07-14T17:59:31.058502,70.0000,128.6710,22.7967
2025-07-14T17:59:31.558511,71.0000,128.6320,22.8303
2025-07-14T17:59:32.058545,70.0000,128.7800,22.8310
2025-07-14T17:59:32.693190,70.0000,128.7800,22.8310
2025-07-14T17:59:33.058723,70.0000,128.8720,22.8100
2025-07-14T17:59:33.558523,78.0000,128.8590,22.8173
2025-07-14T17:59:34.058773,84.0000,128.5440,22.8073
2025-07-14T17:59:34.558771,88.0000,128.7990,22.7828
2025-07-14T17:59:35.058536,70.0000,127.7280,22.7759
2025-07-14T17:59:35.558772,70.0000,128.7990,22.8126
2025-07-14T17:59:36.058761,69.0000,128.8320,22.8224
2025-07-14T17:59:36.558713,69.0000,128.5510,22.8466
2025-07-14T17:59:37.131504,70.0000,128.6630,22.7985
2025-07-14T17:59:37.558758,72.0000,128.8030,22.7904
2025-07-14T17:59:38.058747,70.0000,128.7660,22.8438
2025-07-14T17:59:38.558504,70.0000,128.8450,22.7931
2025-07-14T17:59:39.058543,79.0000,128.7080,22.8533
2025-07-14T17:59:39.558742,81.0000,128.8270,22.8357
2025-07-14T17:59:40.058818,88.0000,128.7410,22.8882
2025-07-14T17:59:40.558541,69.0000,128.0350,22.7877
2025-07-14T17:59:41.058514,70.0000,128.7510,22.8360
2025-07-14T17:59:41.624435,70.0000,128.8020,22.8193
2025-07-14T17:59:42.058754,70.0000,128.8060,22.8350
2025-07-14T17:59:42.558757,70.0000,128.6500,22.8373
2025-07-14T17:59:43.058768,70.0000,126.4740,22.8361
2025-07-14T17:59:43.558762,70.0000,128.4410,22.8905
2025-07-14T17:59:44.058485,70.0000,128.7420,22.9151
2025-07-14T17:59:44.558711,72.0000,128.7520,22.8570
2025-07-14T17:59:45.058764,78.0000,128.8780,22.8824
2025-07-14T17:59:45.558760,89.0000,128.6650,22.9552
2025-07-14T17:59:46.058768,70.0000,128.7680,22.9221
2025-07-14T17:59:46.558770,68.0000,128.6540,23.0236
2025-07-14T17:59:47.058772,68.0000,128.7250,23.0678
2025-07-14T17:59:47.558757,69.0000,128.7740,23.0638
2025-07-14T17:59:48.058506,69.0000,128.7470,23.0776
2025-07-14T17:59:48.558716,74.0000,128.6040,23.0652
2025-07-14T17:59:49.058511,69.0000,126.2510,23.1087
2025-07-14T17:59:49.558776,69.0000,128.7280,23.1200
2025-07-14T17:59:50.058731,70.0000,128.7450,23.0454
2025-07-14T17:59:50.558767,78.0000,128.8330,23.1058
2025-07-14T17:59:51.058763,82.0000,128.9190,23.0475
2025-07-14T17:59:51.558517,90.0000,128.6100,23.0237
2025-07-14T17:59:52.058509,68.0000,128.2420,22.9670
2025-07-14T17:59:52.559005,69.0000,127.2590,22.9914
2025-07-14T17:59:53.058819,70.0000,128.8030,22.9705
2025-07-14T17:59:53.558937,69.0000,128.8500,23.0341
2025-07-14T17:59:54.058776,70.0000,128.6650,23.0461
2025-07-14T17:59:54.558523,75.0000,128.7050,22.9920
2025-07-14T17:59:55.058493,70.0000,128.6520,23.0793
2025-07-14T17:59:55.558721,69.0000,128.8230,23.0695
2025-07-14T17:59:56.058723,70.0000,128.8560,23.0271
2025-07-14T17:59:56.558501,70.0000,128.8550,23.0343
2025-07-14T17:59:57.058501,82.0000,128.7100,23.0382
2025-07-14T17:59:57.558813,83.0000,128.8010,22.8971
2025-07-14T17:59:58.058759,69.0000,126.6060,22.8564
2025-07-14T17:59:58.558839,69.0000,128.7460,22.8644
2025-07-14T17:59:59.058514,68.0000,128.7970,22.8782
2025-07-14T17:59:59.558487,70.0000,128.7330,23.0352
2025-07-14T18:00:00.058593,70.0000,128.7550,23.0181
2025-07-14T18:00:00.558538,70.0000,128.8140,23.0672
2025-07-14T18:00:01.058533,70.0000,126.6160,23.1289
2025-07-14T18:00:01.558583,70.0000,128.7570,23.1633
2025-07-14T18:00:02.058523,70.0000,128.8190,23.1211
2025-07-14T18:00:02.558524,80.0000,128.7160,23.0598
2025-07-14T18:00:03.058724,81.0000,128.8130,23.0772
2025-07-14T18:00:03.558755,88.0000,128.8520,23.1574
2025-07-14T18:00:04.058721,69.0000,126.7670,23.1745
2025-07-14T18:00:04.558759,70.0000,128.5770,23.1583
2025-07-14T18:00:05.058752,70.0000,128.7540,23.1821
2025-07-14T18:00:05.558692,70.0000,128.7430,23.2130
2025-07-14T18:00:06.058808,70.0000,128.8080,23.1836
2025-07-14T18:00:06.558837,75.0000,128.8660,23.2193
2025-07-14T18:00:07.058801,70.0000,128.8190,23.2428
2025-07-14T18:00:07.558758,70.0000,128.7360,23.0798
2025-07-14T18:00:08.058515,71.0000,128.7880,22.9902
2025-07-14T18:00:08.558503,77.0000,128.8240,22.9366
2025-07-14T18:00:09.058745,82.0000,128.7820,22.9842
2025-07-14T18:00:09.558770,92.0000,128.8520,22.9753
2025-07-14T18:00:10.058769,70.0000,126.7700,22.8967
2025-07-14T18:00:10.558768,69.0000,127.6360,22.9076
2025-07-14T18:00:11.058771,70.0000,128.8170,22.9551
2025-07-14T18:00:11.558769,70.0000,128.8190,22.9939
2025-07-14T18:00:12.058754,70.0000,128.8070,22.9374
2025-07-14T18:00:12.558515,77.0000,128.7970,22.9340
2025-07-14T18:00:13.058513,70.0000,126.4810,22.9507
2025-07-14T18:00:13.558773,70.0000,128.8110,22.9833
2025-07-14T18:00:14.058773,70.0000,128.6960,23.0633
2025-07-14T18:00:14.558771,72.0000,128.8080,22.9737
2025-07-14T18:00:15.058520,82.0000,128.7830,23.0228
2025-07-14T18:00:15.558767,84.0000,128.5810,22.9831
2025-07-14T18:00:16.058776,90.0000,128.7470,23.0451
2025-07-14T18:00:16.558749,70.0000,127.9100,23.0196
2025-07-14T18:00:17.058568,69.0000,128.6000,23.0141
2025-07-14T18:00:17.558503,70.0000,128.7510,22.9871
2025-07-14T18:00:18.058502,70.0000,128.7880,23.0664
2025-07-14T18:00:18.559005,71.0000,128.6000,23.0224
2025-07-14T18:00:19.058969,77.0000,128.7260,23.0679
2025-07-14T18:00:19.558843,70.0000,126.6190,23.1145
2025-07-14T18:00:20.058731,70.0000,128.7650,23.1146
2025-07-14T18:00:20.558706,70.0000,128.8360,23.0290
2025-07-14T18:00:21.058530,79.0000,128.7550,23.0638
2025-07-14T18:00:21.558490,84.0000,128.7570,23.0219
2025-07-14T18:00:22.058739,90.0000,128.7250,23.0528
2025-07-14T18:00:22.558719,91.0000,128.7890,23.0260
2025-07-14T18:00:23.058520,70.0000,128.7720,22.9355
2025-07-14T18:00:23.558521,70.0000,128.8270,22.9641
2025-07-14T18:00:24.058743,68.0000,128.8200,22.9907
2025-07-14T18:00:24.558757,72.0000,128.6290,22.9843
2025-07-14T18:00:25.058702,69.0000,128.6580,23.0671
