Timestamp,CH1_Vpp,CH1_Vavg,CH1_Vrms
2025-07-14T17:57:24.464123,69.0000,128.8790,22.7921
2025-07-14T17:57:25.464254,83.0000,128.8440,22.6553
2025-07-14T17:57:26.464253,69.0000,127.0740,22.5750
2025-07-14T17:57:27.464482,69.0000,128.8270,22.6543
2025-07-14T17:57:28.464445,73.0000,128.3340,22.6545
2025-07-14T17:57:29.464440,72.0000,128.8570,22.6523
2025-07-14T17:57:30.464235,83.0000,128.7140,22.7407
2025-07-14T17:57:31.464589,68.0000,128.9210,22.7532
2025-07-14T17:57:32.464517,70.0000,128.7750,22.7195
2025-07-14T17:57:33.464577,68.0000,128.8790,22.7809
2025-07-14T17:57:34.464524,88.0000,128.8450,22.8141
2025-07-14T17:57:35.464444,69.0000,128.7750,22.7306
2025-07-14T17:57:36.464418,69.0000,128.8150,22.8092
2025-07-14T17:57:37.464247,69.0000,128.7740,22.8713
2025-07-14T17:57:38.464229,69.0000,128.7020,22.7941
2025-07-14T17:57:39.464216,90.0000,128.8010,22.8278
2025-07-14T17:57:40.464237,69.0000,128.5990,22.7065
2025-07-14T17:57:41.464217,70.0000,128.6350,22.8161
2025-07-14T17:57:42.464232,70.0000,128.7790,22.7873
2025-07-14T17:57:43.464366,86.0000,128.8850,22.7187
2025-07-14T17:57:44.464584,69.0000,126.6660,22.6328
2025-07-14T17:57:45.464605,69.0000,128.8310,22.6276
2025-07-14T17:57:46.464263,72.0000,128.8050,22.5813
2025-07-14T17:57:47.464472,70.0000,128.5410,22.6494
2025-07-14T17:57:48.464474,89.0000,128.8320,22.5426
2025-07-14T17:57:49.464228,68.0000,128.7290,22.6638
2025-07-14T17:57:50.464525,72.0000,128.7530,22.6658
2025-07-14T17:57:51.464230,70.0000,128.8380,22.7192
2025-07-14T17:57:52.464238,82.0000,128.8620,22.6783
2025-07-14T17:57:53.464435,69.0000,128.5100,22.6325
2025-07-14T17:57:54.464522,68.0000,128.8890,22.6292
2025-07-14T17:57:55.464470,70.0000,128.7270,22.6437
2025-07-14T17:57:56.464472,73.0000,128.8230,22.5948
2025-07-14T17:57:57.464429,69.0000,126.6720,22.6584
2025-07-14T17:57:58.464679,71.0000,128.9060,22.7295
2025-07-14T17:57:59.464552,72.0000,128.8020,22.7537
2025-07-14T17:58:00.464519,68.0000,128.8450,22.7634
2025-07-14T17:58:01.464247,69.0000,128.4130,22.7971
2025-07-14T17:58:02.464463,70.0000,128.4770,22.7738
2025-07-14T17:58:03.464472,70.0000,128.8360,22.8362
2025-07-14T17:58:04.464237,70.0000,128.6510,22.8506
2025-07-14T17:58:05.464232,80.0000,128.8790,22.7078
2025-07-14T17:58:06.464248,70.0000,128.7730,22.5774
2025-07-14T17:58:07.464217,69.0000,128.9350,22.6742
2025-07-14T17:58:12.467084,69.0000,128.7290,22.7224
2025-07-14T17:58:12.752701,69.0000,128.8770,22.7119
2025-07-14T17:58:13.033317,69.0000,128.8800,22.7207
2025-07-14T17:58:13.230370,69.0000,128.8800,22.7207
2025-07-14T17:58:13.436568,70.0000,128.6950,22.6773
2025-07-14T17:58:13.751715,78.0000,128.8330,22.6854
2025-07-14T17:58:14.464225,81.0000,128.8780,22.6594
