Timestamp,CH1_Vpp,CH1_Vavg,CH1_Vrms
2025-07-14T17:12:56.094887,64.0000,128.5110,21.4839
2025-07-14T17:12:57.095042,72.0000,128.5210,21.3784
2025-07-14T17:12:58.094989,63.0000,128.7550,21.3104
2025-07-14T17:12:59.095000,63.0000,128.7960,21.4149
2025-07-14T17:13:00.095000,70.0000,128.4530,21.4218
2025-07-14T17:13:01.094997,68.0000,128.6350,21.4715
2025-07-14T17:13:02.095236,77.0000,128.2750,21.3935
2025-07-14T17:13:03.094962,64.0000,128.3630,21.4289
2025-07-14T17:13:04.094980,64.0000,127.0940,21.4572
2025-07-14T17:13:05.095186,65.0000,128.3870,21.4913
2025-07-14T17:13:06.095175,76.0000,128.7550,21.4094
2025-07-14T17:13:07.094971,63.0000,128.8860,21.4024
2025-07-14T17:13:08.094992,66.0000,128.2370,21.4278
2025-07-14T17:13:09.095009,64.0000,128.4140,21.4324
2025-07-14T17:13:10.095204,78.0000,128.5250,21.3939
2025-07-14T17:13:11.095002,64.0000,128.4800,21.3869
2025-07-14T17:13:12.094993,64.0000,128.6030,21.4266
2025-07-14T17:13:13.094991,64.0000,128.7830,21.4636
2025-07-14T17:13:14.095002,74.0000,128.7900,21.4190
2025-07-14T17:13:15.094972,64.0000,128.5660,21.4196
2025-07-14T17:13:16.094986,63.0000,128.7140,21.4198
2025-07-14T17:13:20.098622,64.0000,128.7300,21.4041
2025-07-14T17:13:20.328266,64.0000,128.6400,21.5470
2025-07-14T17:13:20.616882,63.0000,128.6790,21.4339
2025-07-14T17:13:20.892138,63.0000,128.6790,21.4339
2025-07-14T17:13:21.095208,64.0000,128.6310,21.4455
2025-07-14T17:13:22.095199,65.0000,128.3990,21.5059
2025-07-14T17:13:23.094985,78.0000,128.5320,21.4451
2025-07-14T17:13:24.094985,65.0000,127.1510,21.3220
2025-07-14T17:13:25.095031,63.0000,128.5970,21.4209
2025-07-14T17:13:26.094994,71.0000,128.4030,21.4114
2025-07-14T17:13:27.094975,64.0000,128.4550,21.3886
2025-07-14T17:13:28.094986,75.0000,128.5240,21.3684
2025-07-14T17:13:29.094982,63.0000,128.6300,21.3758
2025-07-14T17:13:30.094990,64.0000,128.4620,21.3994
2025-07-14T17:13:31.094996,65.0000,128.6710,21.3897
2025-07-14T17:13:32.095237,78.0000,128.7400,21.3862
2025-07-14T17:13:33.095245,64.0000,127.2180,21.3426
2025-07-14T17:13:34.095184,62.0000,128.4390,21.3949
2025-07-14T17:13:35.094995,64.0000,128.4400,21.4166
2025-07-14T17:13:36.095251,66.0000,128.4200,21.4413
2025-07-14T17:13:37.094950,80.0000,128.4180,21.4382
